target_id, strand, e_value, length
ENST00000641895.1,-,3.4e-15,6443
ENST00000548603.1,-,3.4e-15,522
ENST00000574916.1,+,3.5e-15,770
ENST00000368219.1,-,3.5e-15,2310
ENST00000565556.5,+,3.5e-15,1707
ENST00000564899.1,+,3.6e-15,551
ENST00000549375.5,-,3.6e-15,1061
ENST00000590121.2,-,3.6e-15,878
ENST00000561371.5,-,3.6e-15,555
ENST00000456397.6,-,3.6e-15,3263
ENST00000187762.6,-,3.6e-15,2649
ENST00000313608.12,-,3.7e-15,5621
ENST00000484855.2,+,3.7e-15,2183
ENST00000375155.7,-,3.7e-15,1805
ENST00000423798.1,-,3.8e-15,576
ENST00000394607.7,+,3.8e-15,6454
ENST00000512576.2,-,3.8e-15,6480
ENST00000313334.12,+,3.8e-15,4703
ENST00000366286.6,+,3.9e-15,704
ENST00000318037.3,+,3.9e-15,5347
ENST00000592790.1,+,3.9e-15,4325
ENST00000258662.2,+,3.9e-15,2098
ENST00000296824.3,+,3.9e-15,9342
ENST00000307522.4,+,4e-15,3186
ENST00000449194.6,+,4e-15,1583
ENST00000246069.11,-,4e-15,3617
ENST00000555656.5,-,4e-15,3258
ENST00000537073.1,+,4.1e-15,1768
ENST00000367710.7,-,4.1e-15,1771
ENST00000296446.12,-,4.1e-15,3318
ENST00000358314.11,+,4.2e-15,1643
ENST00000481445.1,+,4.2e-15,2471
ENST00000547852.1,+,4.2e-15,581
ENST00000300107.7,+,4.2e-15,4695
ENST00000508319.1,-,4.3e-15,591
ENST00000242209.8,+,4.3e-15,3462
ENST00000265112.7,+,4.3e-15,4314
ENST00000377705.5,-,4.4e-15,6649
ENST00000439211.6,+,4.4e-15,3917
ENST00000336470.8,-,4.4e-15,2357
ENST00000464711.5,+,4.4e-15,2134
ENST00000486901.1,+,4.5e-15,3586
ENST00000518360.5,+,4.5e-15,735
ENST00000476438.1,+,4.5e-15,1775
ENST00000599872.1,+,4.5e-15,621
ENST00000409379.7,-,4.5e-15,4502
ENST00000647028.1,-,4.5e-15,4502
ENST00000286713.6,+,4.6e-15,3010
ENST00000415912.6,-,4.6e-15,5099
ENST00000624666.1,-,4.6e-15,2006
ENST00000306875.9,-,4.8e-15,4247
ENST00000532456.5,+,4.9e-15,664
ENST00000367602.7,-,4.9e-15,9311
ENST00000586409.5,-,4.9e-15,3579
ENST00000342374.4,+,5e-15,4445
ENST00000496299.1,+,5e-15,521
ENST00000360150.8,+,5.1e-15,5014
ENST00000322989.8,+,5.1e-15,2203
ENST00000395326.7,-,5.1e-15,3009
ENST00000378246.6,-,5.5e-15,2637
ENST00000601390.1,+,5.5e-15,2389
ENST00000556539.5,+,5.6e-15,3278
ENST00000376770.5,+,5.7e-15,3320
ENST00000378387.3,-,5.8e-15,3769
ENST00000459959.1,+,5.9e-15,721
ENST00000330263.4,+,5.9e-15,2315
ENST00000340413.6,-,6e-15,3874
ENST00000485119.1,-,6e-15,965
ENST00000533860.5,+,6e-15,1424
ENST00000393218.6,+,6e-15,2115
ENST00000497513.1,+,6.1e-15,571
ENST00000482342.1,+,6.1e-15,441
ENST00000634067.1,-,6.2e-15,1006
ENST00000371199.7,+,6.3e-15,8591
ENST00000263960.6,-,6.4e-15,2239
ENST00000592300.1,+,6.4e-15,544
ENST00000430976.5,-,6.4e-15,4154
ENST00000375749.7,-,6.5e-15,5235
ENST00000357037.5,-,6.5e-15,3828
ENST00000481034.1,+,6.7e-15,1921
ENST00000393928.5,-,6.7e-15,2601
ENST00000455565.5,+,6.7e-15,2609
ENST00000631721.1,+,6.7e-15,2609
ENST00000380739.5,+,6.7e-15,2619
ENST00000517350.5,+,6.8e-15,2150
ENST00000476970.1,+,6.9e-15,1005
ENST00000373019.4,-,7e-15,3673
ENST00000507606.2,+,7e-15,2450
ENST00000395762.6,-,7e-15,3685
ENST00000361060.5,+,7e-15,8632
ENST00000586602.5,-,7.3e-15,7177
ENST00000302692.6,+,7.3e-15,3854
ENST00000490762.5,+,7.5e-15,2643
ENST00000356321.4,+,7.5e-15,5439
ENST00000369535.4,-,7.6e-15,4449
ENST00000391877.3,-,7.6e-15,1345
ENST00000295797.4,-,7.6e-15,4950
ENST00000553777.1,-,7.6e-15,328
ENST00000396403.8,-,7.7e-15,6151
ENST00000591467.1,+,7.7e-15,545
ENST00000263063.8,+,7.8e-15,5601
ENST00000506179.5,+,7.8e-15,3021
ENST00000432648.7,-,7.8e-15,2741
ENST00000265563.12,-,8.1e-15,6471
ENST00000554074.1,+,8.2e-15,445
ENST00000320954.10,+,8.3e-15,6630
ENST00000316423.10,+,8.3e-15,3216
ENST00000379170.8,+,8.4e-15,5471
ENST00000265801.6,+,8.4e-15,5459
ENST00000592351.1,+,8.6e-15,429
ENST00000489772.5,-,8.7e-15,1384
ENST00000547066.5,-,8.8e-15,616
ENST00000495554.1,-,8.9e-15,2553
ENST00000581020.1,-,9e-15,1910
ENST00000355603.3,+,9e-15,528
ENST00000367342.8,+,9.1e-15,4298
ENST00000568158.1,+,9.2e-15,496
ENST00000356126.7,+,9.3e-15,4406
ENST00000371327.2,+,9.5e-15,4987
ENST00000258947.7,+,9.5e-15,3682
ENST00000264893.10,-,9.6e-15,5593
ENST00000373731.6,-,9.6e-15,5619
ENST00000383578.7,-,9.8e-15,4188
ENST00000500090.2,-,9.8e-15,406
ENST00000367996.5,+,9.9e-15,9773
ENST00000321442.9,-,9.9e-15,4231
ENST00000222120.7,+,1e-14,4273
ENST00000606570.1,+,1e-14,3931
ENST00000629980.1,-,1e-14,4447
ENST00000372022.5,-,1e-14,4447
ENST00000544547.5,-,1e-14,4461
ENST00000585090.1,-,1.1e-14,614
ENST00000460032.1,-,1.1e-14,453
ENST00000591863.1,+,1.1e-14,2903
ENST00000227322.7,+,1.1e-14,6566
ENST00000525821.1,-,1.1e-14,545
ENST00000260803.8,+,1.1e-14,2666
ENST00000595509.1,-,1.2e-14,675
ENST00000483443.1,-,1.2e-14,1069
ENST00000461863.1,-,1.2e-14,576
ENST00000565785.5,+,1.2e-14,760
ENST00000292114.7,-,1.2e-14,3148
ENST00000477128.5,-,1.2e-14,2344
ENST00000573406.1,-,1.2e-14,767
ENST00000581516.1,+,1.2e-14,844
ENST00000294485.5,-,1.3e-14,7346
ENST00000380379.9,-,1.3e-14,1928
ENST00000483767.5,+,1.4e-14,1611
ENST00000555640.6,+,1.4e-14,2887
ENST00000624666.1,+,1.4e-14,2006
ENST00000324238.6,+,1.4e-14,2957
ENST00000491583.1,-,1.4e-14,1392
ENST00000480030.1,-,1.5e-14,903
ENST00000464606.5,+,1.5e-14,4776
ENST00000336125.5,+,1.5e-14,3945
ENST00000233623.9,-,1.5e-14,3235
ENST00000399442.1,-,1.5e-14,612
ENST00000422968.2,-,1.5e-14,2004
ENST00000419282.2,-,1.6e-14,486
ENST00000253144.13,+,1.6e-14,5042
ENST00000493894.1,-,1.6e-14,999
ENST00000299163.6,+,1.6e-14,13011
ENST00000465957.1,-,1.6e-14,922
ENST00000417689.5,-,1.7e-14,3868
ENST00000367846.8,+,1.7e-14,2177
ENST00000398676.3,-,1.7e-14,565
ENST00000557520.1,+,1.7e-14,408
ENST00000361070.8,-,1.7e-14,4957
ENST00000381222.8,-,1.8e-14,4507
ENST00000381223.9,-,1.8e-14,4510
ENST00000461689.5,+,1.8e-14,2276
ENST00000466161.1,-,1.8e-14,3366
ENST00000311956.8,+,1.8e-14,3375
ENST00000465271.5,+,1.8e-14,4125
ENST00000359060.5,+,1.8e-14,4176
ENST00000517637.2,-,1.8e-14,463
ENST00000593409.5,-,1.8e-14,1757
ENST00000530336.2,-,1.8e-14,1459
ENST00000649895.1,+,1.8e-14,2364
ENST00000591006.5,-,1.9e-14,2217
ENST00000467380.1,+,2e-14,427
ENST00000399287.7,-,2e-14,711
ENST00000300935.7,-,2e-14,2827
ENST00000557290.1,+,2e-14,730
ENST00000612553.4,+,2.1e-14,1174
ENST00000261407.8,+,2.1e-14,2268
ENST00000602402.5,+,2.2e-14,5591
ENST00000625486.1,-,2.2e-14,1010
ENST00000264228.8,+,2.2e-14,4190
ENST00000578883.1,+,2.2e-14,477
ENST00000517309.5,-,2.2e-14,5177
ENST00000562912.5,-,2.3e-14,569
ENST00000242351.9,+,2.3e-14,7100
ENST00000320159.2,-,2.3e-14,3234
ENST00000490672.1,+,2.3e-14,3264
ENST00000396981.6,+,2.3e-14,3974
ENST00000600625.5,+,2.4e-14,2493
ENST00000590940.5,+,2.4e-14,762
ENST00000285737.8,+,2.4e-14,8199
ENST00000370474.3,+,2.4e-14,1196
ENST00000551712.1,-,2.4e-14,1573
ENST00000485764.1,+,2.4e-14,608
ENST00000645811.1,+,2.4e-14,608
ENST00000324894.12,+,2.4e-14,2579
ENST00000210313.7,-,2.4e-14,3443
ENST00000499130.6,-,2.5e-14,568
ENST00000372824.5,+,2.5e-14,2223
ENST00000540618.5,+,2.5e-14,5885
ENST00000367975.6,-,2.6e-14,13566
ENST00000370474.3,-,2.6e-14,1196
ENST00000296509.10,+,2.6e-14,5468
ENST00000356853.9,+,2.6e-14,2094
ENST00000373871.7,+,2.6e-14,6085
ENST00000359321.1,+,2.6e-14,3067
ENST00000488213.5,+,2.7e-14,1035
ENST00000542230.6,-,2.7e-14,2375
ENST00000573374.5,-,2.7e-14,2375
ENST00000538183.6,+,2.7e-14,14266
ENST00000535479.5,+,2.7e-14,2902
ENST00000397066.8,+,2.8e-14,4283
ENST00000462715.1,+,2.8e-14,2428
ENST00000338316.8,-,2.8e-14,6575
ENST00000479035.6,+,2.9e-14,2821
ENST00000405675.7,-,2.9e-14,2127
ENST00000586728.5,+,3.1e-14,756
ENST00000495275.1,-,3.1e-14,2473
ENST00000577142.1,-,3.2e-14,2343
ENST00000610496.1,-,3.3e-14,578
ENST00000632311.1,-,3.3e-14,578
ENST00000394479.3,-,3.3e-14,2398
ENST00000373202.7,+,3.4e-14,5745
ENST00000569224.1,-,3.4e-14,707
ENST00000549009.1,+,3.5e-14,558
ENST00000649973.1,-,3.5e-14,4062
ENST00000497196.5,-,3.5e-14,856
ENST00000618282.4,-,3.5e-14,2788
ENST00000573759.1,+,3.7e-14,2204
ENST00000287844.6,-,3.7e-14,3546
ENST00000520710.5,-,3.7e-14,2022
ENST00000598179.1,-,3.8e-14,1570
ENST00000356126.7,-,3.8e-14,4406
ENST00000426587.5,-,3.9e-14,2130
ENST00000589561.5,+,3.9e-14,2577
ENST00000556776.1,-,4e-14,583
ENST00000429659.7,-,4e-14,2387
ENST00000377192.6,+,4e-14,1519
ENST00000567351.5,-,4.1e-14,3897
ENST00000495707.1,+,4.1e-14,4728
ENST00000510037.1,-,4.3e-14,1927
ENST00000380870.8,+,4.3e-14,1142
ENST00000454366.1,-,4.3e-14,3112
ENST00000260270.2,+,4.5e-14,3206
ENST00000598273.5,-,4.5e-14,2437
ENST00000326961.6,+,4.5e-14,773
ENST00000611091.4,+,4.5e-14,2691
ENST00000270570.8,+,4.6e-14,3280
ENST00000450403.3,-,4.6e-14,4820
ENST00000324048.9,+,4.7e-14,5378
ENST00000599672.5,-,4.7e-14,4898
ENST00000374586.7,-,4.7e-14,7980
ENST00000513356.1,-,4.7e-14,797
ENST00000305786.6,-,4.7e-14,4098
ENST00000309428.9,+,4.8e-14,3759
ENST00000610020.1,+,4.9e-14,16993
ENST00000366131.6,-,4.9e-14,553
ENST00000643640.1,+,5e-14,561
ENST00000561643.5,-,5e-14,3271
ENST00000620627.1,-,5e-14,2066
ENST00000319545.12,+,5.1e-14,3027
ENST00000610432.4,-,5.1e-14,4019
ENST00000280557.10,+,5.1e-14,2769
ENST00000378595.7,-,5.1e-14,3348
ENST00000466883.5,-,5.2e-14,2555
ENST00000521941.1,+,5.2e-14,224
ENST00000470442.5,+,5.4e-14,705
ENST00000566547.1,-,5.4e-14,603
ENST00000383233.7,-,5.4e-14,2934
ENST00000452385.5,+,5.6e-14,2778
ENST00000489158.1,-,5.7e-14,2113
ENST00000368431.7,-,5.8e-14,1803
ENST00000508554.1,+,5.8e-14,698
ENST00000649123.1,+,5.8e-14,4164
ENST00000509397.5,+,5.9e-14,474
ENST00000596390.1,-,5.9e-14,1178
ENST00000553665.5,-,6e-14,925
ENST00000649816.1,+,6.1e-14,572
ENST00000340457.8,+,6.2e-14,1342
ENST00000440886.1,-,6.2e-14,3345
ENST00000221957.8,-,6.3e-14,2333
ENST00000480477.1,+,6.3e-14,545
ENST00000361441.4,+,6.3e-14,2818
ENST00000367996.5,-,6.3e-14,9773
ENST00000523165.1,+,6.4e-14,375
ENST00000610520.4,+,6.4e-14,3447
ENST00000510353.5,-,6.4e-14,987
ENST00000585357.1,-,6.4e-14,3807
ENST00000357758.3,-,6.5e-14,5603
ENST00000615060.4,+,6.5e-14,3508
ENST00000610902.4,-,6.5e-14,2671
ENST00000545606.5,+,6.6e-14,11251
ENST00000576788.1,+,6.6e-14,568
ENST00000374296.3,+,6.7e-14,3297
ENST00000299565.9,-,6.7e-14,3623
ENST00000590000.1,-,6.8e-14,633
ENST00000377953.3,+,6.9e-14,1947
ENST00000265044.6,+,6.9e-14,3716
ENST00000409997.1,+,7e-14,557
ENST00000307720.3,+,7e-14,1823
ENST00000486319.5,+,7.1e-14,1532
ENST00000231498.7,-,7.1e-14,8143
ENST00000379297.5,+,7.1e-14,1295
ENST00000530698.1,-,7.1e-14,522
ENST00000505461.5,+,7.1e-14,1005
ENST00000240093.7,+,7.3e-14,13736
ENST00000537916.2,+,7.3e-14,13740
ENST00000393106.6,+,7.3e-14,3915
ENST00000648446.1,-,7.3e-14,4724
ENST00000476151.5,+,7.4e-14,1598
ENST00000508355.5,-,7.4e-14,2092
ENST00000341469.6,-,7.5e-14,4454
ENST00000341754.8,-,7.6e-14,2341
ENST00000016171.5,+,7.6e-14,2356
ENST00000338977.5,-,7.6e-14,4492
ENST00000397224.8,+,7.7e-14,4967
ENST00000237380.11,+,7.8e-14,10868
ENST00000545367.5,+,7.8e-14,846
ENST00000315579.9,-,7.8e-14,5548
ENST00000370978.8,+,7.9e-14,4634
ENST00000323534.4,+,8e-14,8351
ENST00000394461.2,-,8e-14,536
ENST00000313552.10,+,8e-14,5196
ENST00000533403.6,+,8e-14,1124
ENST00000440449.5,-,8.2e-14,697
ENST00000316292.13,+,8.3e-14,4441
ENST00000463920.5,-,8.3e-14,2347
ENST00000602624.6,-,8.3e-14,1963
ENST00000320785.9,+,8.3e-14,7919
ENST00000374619.1,+,8.4e-14,2835
ENST00000566783.1,-,8.5e-14,1826
ENST00000649838.1,+,8.5e-14,3157
ENST00000617318.4,-,8.7e-14,625
ENST00000205061.9,+,8.7e-14,8261
ENST00000375048.7,-,8.8e-14,2079
ENST00000609706.1,-,8.9e-14,1140
ENST00000249064.8,+,8.9e-14,3985
ENST00000415136.6,-,9e-14,2126
ENST00000552459.2,-,9e-14,3664
ENST00000371666.7,-,9.1e-14,4036
ENST00000492819.1,-,9.3e-14,853
ENST00000327898.9,+,9.4e-14,1700
ENST00000216294.4,-,9.4e-14,2656
ENST00000345264.9,-,9.4e-14,3834
ENST00000409257.9,+,9.6e-14,1730
ENST00000399075.6,-,9.6e-14,2960
ENST00000485004.5,-,9.7e-14,751
ENST00000450679.2,+,9.9e-14,514
ENST00000373826.3,-,9.9e-14,1950
ENST00000409563.5,+,1e-13,770
ENST00000415999.1,+,1e-13,777
ENST00000435319.8,-,1e-13,3397
ENST00000254950.12,-,1e-13,4100
ENST00000440435.2,-,1e-13,931
ENST00000462490.5,-,1e-13,3188
ENST00000589134.5,-,1.1e-13,890
ENST00000555228.5,-,1.1e-13,2543
ENST00000222219.7,-,1.1e-13,1955
ENST00000243045.9,-,1.1e-13,2141
ENST00000528443.6,-,1.1e-13,3685
ENST00000261388.7,+,1.1e-13,1812
ENST00000638934.1,+,1.1e-13,1812
ENST00000488290.5,-,1.1e-13,4103
ENST00000506037.1,-,1.1e-13,928
ENST00000416614.6,-,1.2e-13,3538
ENST00000373954.10,-,1.2e-13,3567
ENST00000489541.1,-,1.2e-13,551
ENST00000284719.7,-,1.2e-13,4417
ENST00000475860.1,-,1.2e-13,789
ENST00000557925.1,+,1.2e-13,2401
ENST00000265322.7,-,1.2e-13,1853
ENST00000511912.5,-,1.3e-13,3282
ENST00000477989.1,+,1.3e-13,444
ENST00000489790.1,-,1.3e-13,766
ENST00000393633.6,+,1.3e-13,4792
ENST00000431683.6,+,1.3e-13,2583
ENST00000338272.8,+,1.3e-13,3730
ENST00000435469.2,+,1.3e-13,678
ENST00000626257.2,-,1.3e-13,2211
ENST00000592808.1,-,1.3e-13,1114
ENST00000377798.8,-,1.4e-13,1868
ENST00000495198.6,-,1.4e-13,816
ENST00000561213.5,-,1.4e-13,2690
ENST00000422342.2,+,1.4e-13,1141
ENST00000343605.4,-,1.4e-13,2714
ENST00000075120.11,-,1.4e-13,3915
ENST00000215829.7,-,1.4e-13,1763
ENST00000511248.1,-,1.4e-13,668
ENST00000407491.6,-,1.4e-13,574
ENST00000620139.4,+,1.5e-13,2618
ENST00000265732.9,+,1.5e-13,1742
ENST00000263063.8,-,1.5e-13,5601
ENST00000602125.1,-,1.5e-13,292
ENST00000585208.5,+,1.5e-13,987
ENST00000481439.1,-,1.6e-13,574
ENST00000466995.5,+,1.6e-13,1528
ENST00000482587.5,-,1.6e-13,7067
ENST00000263071.8,+,1.6e-13,3443
ENST00000621348.4,+,1.6e-13,3443
ENST00000595074.1,+,1.6e-13,1037
ENST00000559075.5,-,1.6e-13,1735
ENST00000530432.1,-,1.7e-13,607
ENST00000483716.1,-,1.7e-13,524
ENST00000375730.3,-,1.7e-13,1507
ENST00000430055.6,-,1.7e-13,1507
ENST00000395127.6,+,1.7e-13,4343
ENST00000317269.7,+,1.7e-13,3330
ENST00000581302.5,-,1.7e-13,3049
ENST00000493118.5,-,1.7e-13,2808
ENST00000482860.1,+,1.7e-13,2599
ENST00000638241.1,-,1.7e-13,2006
ENST00000447486.5,-,1.8e-13,2246
ENST00000261798.9,-,1.8e-13,6067
ENST00000586505.1,+,1.8e-13,522
ENST00000375712.3,-,1.8e-13,6103
ENST00000471717.1,-,1.9e-13,2129
ENST00000349139.5,-,1.9e-13,9974
ENST00000368324.4,-,1.9e-13,5240
ENST00000395270.5,-,1.9e-13,7011
ENST00000344780.4,+,1.9e-13,3106
ENST00000474478.5,-,1.9e-13,5407
ENST00000278302.9,+,2e-13,3217
ENST00000361479.9,+,2e-13,4235
ENST00000465229.5,+,2e-13,1625
ENST00000647662.1,+,2e-13,1092
ENST00000466883.5,+,2e-13,2555
ENST00000361093.9,+,2e-13,2149
ENST00000376759.7,-,2.1e-13,2162
ENST00000582456.1,+,2.1e-13,545
ENST00000584791.1,+,2.1e-13,559
ENST00000618662.1,-,2.2e-13,364
ENST00000634034.1,-,2.2e-13,364
ENST00000588603.1,-,2.2e-13,904
ENST00000368336.9,-,2.2e-13,2089
ENST00000447102.8,-,2.2e-13,1769
ENST00000367830.3,-,2.2e-13,727
ENST00000526451.5,+,2.2e-13,2761
ENST00000569352.6,+,2.2e-13,731
ENST00000514455.5,+,2.2e-13,791
ENST00000588651.1,-,2.3e-13,745
ENST00000444273.6,-,2.3e-13,3402
ENST00000585115.1,+,2.3e-13,609
ENST00000409566.1,+,2.3e-13,834
ENST00000507354.5,-,2.4e-13,2310
ENST00000540159.3,+,2.5e-13,3066
ENST00000169551.10,-,2.5e-13,3095
ENST00000517608.5,+,2.5e-13,8426
ENST00000298894.4,+,2.5e-13,2441
ENST00000616515.2,+,2.5e-13,2441
ENST00000284727.8,+,2.6e-13,5484
ENST00000369037.8,+,2.6e-13,3540
ENST00000646449.2,+,2.8e-13,1140
ENST00000527126.1,-,2.8e-13,527
ENST00000646872.1,-,2.8e-13,527
ENST00000358438.6,-,2.8e-13,2065
ENST00000583313.6,+,2.8e-13,4961
ENST00000613744.4,-,2.8e-13,2096
ENST00000498262.1,-,2.8e-13,2290
ENST00000463260.5,+,2.9e-13,1941
ENST00000596053.5,-,2.9e-13,800
ENST00000585388.1,+,2.9e-13,942
ENST00000338447.10,+,2.9e-13,4707
ENST00000374826.8,+,2.9e-13,948
ENST00000412997.5,+,2.9e-13,2587
ENST00000298875.8,+,3e-13,13035
ENST00000431620.6,+,3e-13,388
ENST00000493394.1,+,3e-13,960
ENST00000488714.2,+,3e-13,391
ENST00000265044.6,-,3e-13,3716
ENST00000582341.1,+,3e-13,979
ENST00000377083.5,-,3e-13,5885
ENST00000311350.7,-,3.1e-13,2474
ENST00000356464.10,+,3.1e-13,1272
ENST00000562410.5,-,3.1e-13,2991
ENST00000426587.5,+,3.1e-13,2130
ENST00000209875.8,-,3.1e-13,11528
ENST00000549198.1,-,3.1e-13,592
ENST00000637788.1,-,3.2e-13,3046
ENST00000514183.5,+,3.2e-13,1439
ENST00000319074.5,+,3.2e-13,3660
ENST00000468404.5,+,3.2e-13,1703
ENST00000564172.1,-,3.3e-13,2238
ENST00000267814.13,+,3.3e-13,4909
ENST00000553232.1,+,3.3e-13,1265
ENST00000558303.5,+,3.4e-13,1766
ENST00000560878.1,+,3.4e-13,541
ENST00000473939.1,-,3.4e-13,2493
ENST00000403646.7,-,3.4e-13,2528
ENST00000645652.1,+,3.5e-13,3992
ENST00000465134.5,-,3.5e-13,1862
ENST00000395176.2,+,3.7e-13,2485
ENST00000334047.11,+,3.7e-13,2287
ENST00000371327.2,-,3.7e-13,4987
ENST00000310160.7,+,3.7e-13,4246
ENST00000599980.1,+,3.7e-13,750
ENST00000508447.1,-,3.8e-13,2149
ENST00000399688.7,-,3.8e-13,3297
ENST00000549545.1,-,3.8e-13,1546
ENST00000454658.6,+,3.8e-13,1555
ENST00000633702.1,+,3.8e-13,1555
ENST00000396081.5,-,3.8e-13,3057
ENST00000264221.6,-,3.8e-13,3339
ENST00000470959.1,+,3.8e-13,565
ENST00000514888.5,-,3.8e-13,3340
ENST00000197268.12,+,3.9e-13,4808
ENST00000336111.9,-,3.9e-13,2415
ENST00000571023.1,-,3.9e-13,579
ENST00000361786.6,+,4e-13,4486
ENST00000370823.7,-,4e-13,2929
ENST00000484707.1,+,4e-13,545
ENST00000601678.5,-,4e-13,1508
ENST00000372164.7,-,4.1e-13,5476
ENST00000547290.1,+,4.1e-13,750
ENST00000533086.5,+,4.1e-13,4248
ENST00000479808.5,-,4.2e-13,1850
ENST00000266646.2,+,4.3e-13,2429
ENST00000582384.1,+,4.3e-13,1075
ENST00000355773.5,-,4.3e-13,3455
ENST00000606162.5,+,4.3e-13,5859
ENST00000587250.3,-,4.4e-13,4147
ENST00000262811.10,+,4.4e-13,5896
ENST00000353258.7,-,4.4e-13,2958
ENST00000376016.7,-,4.4e-13,3856
ENST00000301072.10,+,4.5e-13,3001
ENST00000563287.1,+,4.6e-13,3385
ENST00000588450.1,+,4.6e-13,2858
ENST00000557380.5,-,4.6e-13,1742
ENST00000589097.5,+,4.7e-13,2251
ENST00000436842.5,-,4.8e-13,2120
ENST00000648273.1,+,4.8e-13,3846
ENST00000602094.5,+,4.8e-13,2738
ENST00000618412.4,-,4.8e-13,2990
ENST00000356189.5,+,4.9e-13,1322
ENST00000460794.1,+,4.9e-13,568
ENST00000457646.8,+,5e-13,2628
ENST00000355773.5,+,5.1e-13,3455
ENST00000295414.7,-,5.1e-13,3767
ENST00000322954.10,-,5.1e-13,6939
ENST00000464751.6,+,5.1e-13,553
ENST00000373237.3,+,5.2e-13,2701
ENST00000299192.7,+,5.3e-13,3560
ENST00000253686.6,-,5.3e-13,4586
ENST00000261413.9,+,5.3e-13,2785
ENST00000439211.6,-,5.3e-13,3917
ENST00000443658.5,-,5.5e-13,679
ENST00000423834.6,-,5.5e-13,1262
ENST00000499631.2,+,5.6e-13,593
ENST00000621040.4,-,5.6e-13,3437
ENST00000261769.9,+,5.6e-13,4889
ENST00000301633.8,-,5.7e-13,2711
ENST00000622299.4,-,5.8e-13,1053
ENST00000468709.5,-,5.9e-13,2402
ENST00000369970.7,+,6.1e-13,2078
ENST00000466550.1,+,6.2e-13,756
ENST00000424479.6,-,6.2e-13,2130
ENST00000558194.5,+,6.3e-13,7102
ENST00000374518.5,-,6.3e-13,7753
ENST00000513438.1,+,6.4e-13,546
ENST00000403136.1,-,6.6e-13,1778
ENST00000600387.5,-,6.6e-13,2272
ENST00000600997.5,+,6.6e-13,2275
ENST00000515866.5,+,6.7e-13,702
ENST00000468457.1,-,6.8e-13,1038
ENST00000458198.2,-,6.8e-13,1223
ENST00000595393.5,+,7e-13,1471
ENST00000471348.1,-,7e-13,263
ENST00000620209.4,+,7.1e-13,3123
ENST00000633389.1,+,7.1e-13,3123
ENST00000595077.1,+,7.2e-13,2465
ENST00000478022.3,+,7.3e-13,615
ENST00000552341.5,-,7.4e-13,1980
ENST00000528452.1,+,7.4e-13,333
ENST00000448173.5,-,7.6e-13,1716
ENST00000588137.1,+,7.6e-13,477
ENST00000323468.9,-,7.6e-13,4312
ENST00000532436.5,+,7.8e-13,605
ENST00000243501.9,-,7.8e-13,5226
ENST00000614554.4,-,7.8e-13,1296
ENST00000337682.8,+,7.9e-13,3163
ENST00000617411.2,+,7.9e-13,3163
ENST00000491989.1,-,7.9e-13,611
ENST00000464949.5,-,7.9e-13,613
ENST00000367090.3,-,8.1e-13,5390
ENST00000330964.9,+,8.1e-13,6434
ENST00000465415.1,-,8.1e-13,624
ENST00000453225.5,+,8.3e-13,859
ENST00000313608.12,+,8.4e-13,5621
ENST00000220325.8,+,8.8e-13,6416
ENST00000537638.6,-,8.9e-13,3592
ENST00000442744.6,+,9.1e-13,2845
ENST00000013807.9,-,9.1e-13,1278
ENST00000472110.2,-,9.2e-13,815
ENST00000559427.1,+,9.2e-13,608
ENST00000562595.5,+,9.2e-13,2262
ENST00000478402.5,+,9.3e-13,3149
ENST00000307149.9,-,9.3e-13,2926
ENST00000600878.1,-,9.4e-13,773
ENST00000381246.6,+,9.7e-13,2586
ENST00000547992.5,-,1e-12,3434
ENST00000519730.1,+,1e-12,413
ENST00000394458.7,-,1e-12,3218
ENST00000226230.7,+,1.1e-12,2568
ENST00000354480.2,-,1.1e-12,1884
ENST00000572840.1,+,1.1e-12,458
ENST00000376040.2,+,1.1e-12,1797
ENST00000323833.12,-,1.1e-12,1218
ENST00000382753.4,+,1.1e-12,1221
ENST00000261015.4,+,1.1e-12,8100
ENST00000492070.1,+,1.1e-12,560
ENST00000604384.2,+,1.1e-12,255
ENST00000305135.9,-,1.2e-12,6506
ENST00000545145.6,+,1.2e-12,4422
ENST00000260665.11,+,1.2e-12,6335
ENST00000525428.5,-,1.2e-12,2993
ENST00000262460.4,+,1.2e-12,3249
ENST00000537526.6,+,1.2e-12,4976
ENST00000483327.5,-,1.3e-12,1195
ENST00000316097.12,+,1.3e-12,2684
ENST00000261497.8,+,1.3e-12,5220
ENST00000360009.6,+,1.3e-12,3245
ENST00000546368.2,-,1.3e-12,2008
ENST00000552002.6,-,1.3e-12,2566
ENST00000472617.5,+,1.3e-12,3554
ENST00000551858.1,+,1.4e-12,2815
ENST00000389629.8,-,1.4e-12,5021
ENST00000564744.1,+,1.4e-12,671
ENST00000488423.1,-,1.4e-12,3131
ENST00000265164.6,-,1.4e-12,1548
ENST00000502760.1,+,1.4e-12,850
ENST00000274140.9,+,1.4e-12,9569
ENST00000472442.2,+,1.4e-12,2973
ENST00000531406.1,-,1.5e-12,1089
ENST00000645838.1,-,1.5e-12,1089
ENST00000282570.3,-,1.5e-12,4191
ENST00000262815.12,-,1.5e-12,4994
ENST00000254521.7,-,1.5e-12,1190
ENST00000254286.8,+,1.5e-12,2419
ENST00000646042.1,+,1.5e-12,3390
ENST00000375826.3,+,1.5e-12,2500
ENST00000649326.1,+,1.5e-12,2711
ENST00000359039.4,+,1.6e-12,5710
