target_id, strand, e_value, length
ENST00000511394.2,-,2.3e-13,494
ENST00000305921.7,-,2.3e-13,4778
ENST00000507193.5,+,2.3e-13,2146
ENST00000593019.1,-,2.3e-13,1551
ENST00000478022.3,-,2.3e-13,615
ENST00000498273.1,+,2.3e-13,3849
ENST00000304916.3,+,2.3e-13,5404
ENST00000468198.5,+,2.3e-13,2187
ENST00000461364.1,-,2.4e-13,601
ENST00000366362.3,+,2.4e-13,775
ENST00000549774.5,+,2.4e-13,847
ENST00000381810.7,-,2.4e-13,1527
ENST00000581066.2,+,2.4e-13,1462
ENST00000309428.9,-,2.4e-13,3759
ENST00000549198.1,+,2.4e-13,592
ENST00000225296.7,+,2.4e-13,5618
ENST00000269856.4,-,2.4e-13,9593
ENST00000474136.5,+,2.4e-13,1309
ENST00000314103.5,+,2.5e-13,4480
ENST00000606570.1,+,2.5e-13,3931
ENST00000518219.5,+,2.5e-13,4145
ENST00000640320.1,+,2.5e-13,4145
ENST00000216484.6,+,2.5e-13,8170
ENST00000253144.13,-,2.5e-13,5042
ENST00000285071.8,-,2.5e-13,3638
ENST00000375730.3,+,2.6e-13,1507
ENST00000473145.5,+,2.6e-13,962
ENST00000523957.1,-,2.6e-13,603
ENST00000600383.1,-,2.6e-13,2101
ENST00000646042.1,-,2.6e-13,3390
ENST00000553131.5,+,2.6e-13,3237
ENST00000338733.9,-,2.6e-13,2441
ENST00000300935.7,+,2.6e-13,2827
ENST00000589086.1,+,2.7e-13,549
ENST00000439719.5,-,2.7e-13,769
ENST00000356438.7,+,2.7e-13,1810
ENST00000259021.8,+,2.7e-13,9644
ENST00000187762.6,+,2.7e-13,2649
ENST00000439025.1,-,2.7e-13,970
ENST00000572840.1,-,2.7e-13,458
ENST00000285298.8,-,2.7e-13,1845
ENST00000532624.5,+,2.8e-13,985
ENST00000546172.7,-,2.8e-13,869
ENST00000371703.7,-,2.8e-13,2589
ENST00000495977.1,+,2.8e-13,846
ENST00000589609.1,-,2.8e-13,631
ENST00000464609.1,-,2.8e-13,326
ENST00000433866.6,+,2.8e-13,8784
ENST00000295030.5,-,2.8e-13,4470
ENST00000638937.1,-,2.9e-13,2471
ENST00000644934.1,-,2.9e-13,4194
ENST00000291568.6,+,2.9e-13,2164
ENST00000477889.5,-,3e-13,944
ENST00000474393.5,+,3.1e-13,2843
ENST00000646449.2,-,3.1e-13,1140
ENST00000373316.4,+,3.1e-13,4887
ENST00000625486.1,+,3.1e-13,1010
ENST00000335508.10,+,3.1e-13,6526
ENST00000496195.1,-,3.1e-13,317
ENST00000560331.2,+,3.1e-13,695
ENST00000646492.1,-,3.2e-13,1930
ENST00000461434.1,+,3.2e-13,801
ENST00000304567.9,-,3.2e-13,3271
ENST00000396403.8,+,3.2e-13,6151
ENST00000392690.3,-,3.2e-13,5094
ENST00000471461.5,+,3.3e-13,2286
ENST00000477892.5,-,3.3e-13,3052
ENST00000649973.1,+,3.3e-13,4062
ENST00000471841.5,-,3.3e-13,5224
ENST00000595191.1,+,3.3e-13,872
ENST00000598742.5,+,3.4e-13,2359
ENST00000598574.1,+,3.4e-13,1786
ENST00000571023.1,+,3.4e-13,579
ENST00000393928.5,+,3.4e-13,2601
ENST00000302060.9,+,3.4e-13,5103
ENST00000356464.10,-,3.4e-13,1272
ENST00000193322.7,-,3.4e-13,4467
ENST00000264012.8,-,3.5e-13,4929
ENST00000504688.5,-,3.5e-13,486
ENST00000359321.1,-,3.5e-13,3067
ENST00000586486.1,-,3.5e-13,1613
ENST00000414011.1,-,3.5e-13,1622
ENST00000375826.3,-,3.6e-13,2500
ENST00000413364.6,-,3.6e-13,2292
ENST00000499130.6,+,3.6e-13,568
ENST00000427858.4,-,3.6e-13,597
ENST00000466883.5,+,3.7e-13,2555
ENST00000486951.1,+,3.7e-13,687
ENST00000256362.4,+,3.7e-13,3466
ENST00000600387.5,+,3.7e-13,2272
ENST00000286713.6,-,3.7e-13,3010
ENST00000205061.9,-,3.8e-13,8261
ENST00000331497.3,+,3.8e-13,2784
ENST00000457408.6,-,3.8e-13,2322
ENST00000622633.4,-,3.9e-13,2467
ENST00000542407.5,+,3.9e-13,2979
ENST00000263620.7,-,4e-13,5941
ENST00000566547.1,+,4e-13,603
ENST00000344111.3,+,4.2e-13,3666
ENST00000462490.5,+,4.2e-13,3188
ENST00000443658.5,+,4.2e-13,679
ENST00000486231.2,-,4.2e-13,317
ENST00000265758.6,+,4.2e-13,1230
ENST00000261890.6,-,4.2e-13,4930
ENST00000169551.10,+,4.2e-13,3095
ENST00000468404.5,-,4.3e-13,1703
ENST00000513438.1,-,4.3e-13,546
ENST00000430270.5,+,4.3e-13,1260
ENST00000333421.6,-,4.3e-13,2614
ENST00000040663.7,+,4.3e-13,1735
ENST00000422535.6,+,4.3e-13,730
ENST00000409600.5,-,4.4e-13,6875
ENST00000367942.3,+,4.6e-13,7496
ENST00000394461.2,+,4.6e-13,536
ENST00000540159.3,-,4.6e-13,3066
ENST00000602125.1,+,4.7e-13,292
ENST00000395471.7,-,4.8e-13,2178
ENST00000480030.1,+,4.8e-13,903
ENST00000443940.6,-,4.8e-13,3495
ENST00000574916.1,-,4.8e-13,770
ENST00000399277.5,-,4.8e-13,2008
ENST00000460376.5,-,4.9e-13,2331
ENST00000355773.5,+,5e-13,3455
ENST00000332305.5,+,5e-13,1530
ENST00000264028.4,-,5e-13,3845
ENST00000555228.5,+,5.1e-13,2543
ENST00000614554.4,+,5.1e-13,1296
ENST00000609706.1,+,5.1e-13,1140
ENST00000424479.6,+,5.1e-13,2130
ENST00000371344.5,-,5.2e-13,2473
ENST00000366286.6,-,5.2e-13,704
ENST00000577238.1,+,5.2e-13,707
ENST00000588087.5,+,5.2e-13,2384
ENST00000491583.1,+,5.2e-13,1392
ENST00000258149.9,-,5.2e-13,12633
ENST00000465027.1,+,5.2e-13,1171
ENST00000359415.8,-,5.3e-13,4038
ENST00000285093.14,-,5.3e-13,3350
ENST00000594787.1,-,5.3e-13,781
ENST00000485876.5,-,5.3e-13,963
ENST00000622523.4,-,5.3e-13,963
ENST00000319429.6,+,5.3e-13,453
ENST00000495707.1,-,5.4e-13,4728
ENST00000472617.5,-,5.4e-13,3554
ENST00000540565.1,-,5.4e-13,577
ENST00000327134.7,-,5.5e-13,6139
ENST00000527958.5,-,5.5e-13,4198
ENST00000415999.1,-,5.5e-13,777
ENST00000395468.8,-,5.5e-13,6480
ENST00000472348.1,+,5.5e-13,960
ENST00000650171.1,-,5.6e-13,6837
ENST00000454762.1,-,5.7e-13,3268
ENST00000219837.11,-,5.8e-13,6432
ENST00000368848.6,-,5.8e-13,3033
ENST00000383657.9,-,5.9e-13,4257
ENST00000423998.1,-,5.9e-13,828
ENST00000493293.5,+,5.9e-13,4313
ENST00000595527.2,+,6e-13,2274
ENST00000504697.1,+,6e-13,610
ENST00000462091.5,-,6e-13,2001
ENST00000336509.8,+,6.1e-13,2538
ENST00000510356.5,-,6.1e-13,1009
ENST00000521442.1,-,6.2e-13,738
ENST00000548603.1,+,6.3e-13,522
ENST00000470959.1,-,6.3e-13,565
ENST00000418905.1,+,6.4e-13,2022
ENST00000462009.6,+,6.4e-13,825
ENST00000394458.7,+,6.4e-13,3218
ENST00000495813.5,+,6.4e-13,1784
ENST00000398831.7,-,6.5e-13,2574
ENST00000510353.5,+,6.5e-13,987
ENST00000419282.2,+,6.6e-13,486
ENST00000526451.5,-,6.7e-13,2761
ENST00000215829.7,+,6.7e-13,1763
ENST00000461863.1,+,6.7e-13,576
ENST00000565349.1,-,6.7e-13,557
ENST00000471717.1,+,6.7e-13,2129
ENST00000467167.5,-,6.8e-13,2242
ENST00000592300.1,-,6.8e-13,544
ENST00000525821.1,+,6.8e-13,545
ENST00000366216.6,+,6.9e-13,1005
ENST00000481822.1,+,7e-13,2103
ENST00000571350.1,+,7e-13,2103
ENST00000549735.5,+,7e-13,1772
ENST00000553532.5,+,7.1e-13,5121
ENST00000417689.5,+,7.1e-13,3868
ENST00000479719.5,-,7.1e-13,2340
ENST00000463550.2,+,7.1e-13,658
ENST00000340457.8,-,7.2e-13,1342
ENST00000524625.5,-,7.3e-13,4014
ENST00000462715.1,-,7.4e-13,2428
ENST00000558442.1,-,7.4e-13,362
ENST00000489887.1,-,7.5e-13,438
ENST00000589677.5,-,7.5e-13,5181
ENST00000361830.7,+,7.5e-13,4318
ENST00000391945.9,-,7.5e-13,4122
ENST00000487099.6,-,7.6e-13,7031
ENST00000319545.12,+,7.7e-13,3027
ENST00000649816.1,-,7.8e-13,572
ENST00000299314.11,-,7.9e-13,5701
ENST00000371132.8,+,7.9e-13,4552
ENST00000399974.4,+,8e-13,1762
ENST00000494252.1,-,8.2e-13,440
ENST00000330062.7,+,8.2e-13,2694
ENST00000465957.1,+,8.2e-13,922
ENST00000486319.5,-,8.3e-13,1532
ENST00000532436.5,-,8.3e-13,605
ENST00000588603.1,+,8.4e-13,904
ENST00000307522.4,-,8.4e-13,3186
ENST00000641895.1,+,8.5e-13,6443
ENST00000466883.5,-,8.5e-13,2555
ENST00000372405.1,+,8.5e-13,1962
ENST00000371141.8,+,8.6e-13,4937
ENST00000476151.5,-,8.6e-13,1598
ENST00000595509.1,+,8.6e-13,675
ENST00000296582.7,-,8.8e-13,4178
ENST00000529121.2,-,8.9e-13,1510
ENST00000638540.1,+,9e-13,4471
ENST00000625129.1,+,9e-13,1469
ENST00000393106.6,-,9.1e-13,3915
ENST00000556378.5,+,9.2e-13,803
ENST00000222219.7,+,9.3e-13,1955
ENST00000551765.5,+,9.4e-13,4244
ENST00000254950.12,+,9.5e-13,4100
ENST00000542570.5,+,9.5e-13,4116
ENST00000638894.1,+,9.5e-13,4116
ENST00000234296.6,+,9.5e-13,4312
ENST00000367835.1,-,9.6e-13,2400
ENST00000649543.1,+,9.6e-13,1941
ENST00000278302.9,-,9.8e-13,3217
ENST00000435469.2,-,9.8e-13,678
ENST00000313334.12,-,9.9e-13,4703
ENST00000638241.1,+,1e-12,2006
ENST00000528080.5,-,1e-12,3968
ENST00000360150.8,-,1e-12,5014
ENST00000492779.5,-,1e-12,2316
ENST00000483956.1,-,1e-12,3046
ENST00000619992.4,-,1e-12,4006
ENST00000263960.6,+,1e-12,2239
ENST00000391877.3,+,1e-12,1345
ENST00000323699.8,+,1e-12,2101
ENST00000592790.1,-,1e-12,4325
ENST00000297578.8,-,1.1e-12,2891
ENST00000517608.5,-,1.1e-12,8426
ENST00000569540.5,-,1.1e-12,2331
ENST00000417788.5,-,1.1e-12,4213
ENST00000219439.8,+,1.1e-12,3519
ENST00000470475.1,+,1.1e-12,981
ENST00000395176.2,-,1.1e-12,2485
ENST00000508319.1,+,1.1e-12,591
ENST00000586728.5,-,1.1e-12,756
ENST00000475135.1,-,1.1e-12,3043
ENST00000377192.6,-,1.1e-12,1519
ENST00000622299.4,+,1.1e-12,1053
ENST00000263657.6,-,1.1e-12,2286
ENST00000466052.1,+,1.2e-12,728
ENST00000306024.3,+,1.2e-12,3815
ENST00000434526.6,-,1.2e-12,2052
ENST00000558910.3,+,1.2e-12,1968
ENST00000344548.7,-,1.2e-12,2256
ENST00000309424.7,-,1.2e-12,3286
ENST00000566496.5,-,1.2e-12,1949
ENST00000431683.6,-,1.2e-12,2583
ENST00000377990.6,+,1.2e-12,5847
ENST00000258662.2,-,1.2e-12,2098
ENST00000319420.3,-,1.3e-12,2860
ENST00000380327.9,+,1.3e-12,675
ENST00000322028.4,+,1.3e-12,892
ENST00000520654.1,+,1.3e-12,3018
ENST00000482232.1,+,1.3e-12,860
ENST00000483327.5,+,1.3e-12,1195
ENST00000444664.5,-,1.3e-12,1305
ENST00000324545.8,-,1.3e-12,12401
ENST00000322753.6,+,1.3e-12,3712
ENST00000544547.5,+,1.3e-12,4461
ENST00000473256.6,+,1.3e-12,1771
ENST00000238936.8,-,1.3e-12,2852
ENST00000490893.5,-,1.3e-12,728
ENST00000531406.1,+,1.3e-12,1089
ENST00000645838.1,+,1.3e-12,1089
ENST00000521476.5,+,1.3e-12,742
ENST00000547290.1,-,1.3e-12,750
ENST00000402563.5,-,1.4e-12,4240
ENST00000600318.1,+,1.4e-12,2004
ENST00000522501.1,-,1.4e-12,432
ENST00000379594.7,+,1.4e-12,1082
ENST00000265465.7,-,1.4e-12,3744
ENST00000470180.2,-,1.4e-12,1861
ENST00000337673.6,+,1.4e-12,2179
ENST00000511313.5,-,1.4e-12,4630
ENST00000506640.2,-,1.4e-12,6432
ENST00000648071.1,-,1.4e-12,2102
ENST00000429827.5,+,1.4e-12,1935
ENST00000588555.1,+,1.4e-12,1785
ENST00000293860.5,-,1.4e-12,1392
ENST00000477614.1,-,1.4e-12,587
ENST00000566894.1,+,1.4e-12,4706
ENST00000468798.5,+,1.4e-12,439
ENST00000374611.9,+,1.4e-12,1722
ENST00000380870.8,-,1.4e-12,1142
ENST00000374296.3,-,1.4e-12,3297
ENST00000550709.5,+,1.5e-12,778
ENST00000383578.7,+,1.5e-12,4188
ENST00000261758.5,+,1.5e-12,4264
ENST00000493763.5,-,1.5e-12,4476
ENST00000338977.5,+,1.5e-12,4492
ENST00000512439.6,-,1.5e-12,5687
ENST00000590105.1,-,1.5e-12,427
ENST00000323013.6,+,1.5e-12,3801
ENST00000473939.1,+,1.6e-12,2493
ENST00000373954.10,+,1.6e-12,3567
ENST00000377953.3,-,1.6e-12,1947
ENST00000506539.5,+,1.6e-12,2637
ENST00000403646.7,+,1.6e-12,2528
ENST00000373202.7,-,1.6e-12,5745
ENST00000486749.5,+,1.6e-12,4414
ENST00000563287.1,-,1.6e-12,3385
ENST00000600324.5,-,1.6e-12,1508
ENST00000369535.4,+,1.6e-12,4449
ENST00000481072.1,+,1.6e-12,836
ENST00000547992.5,+,1.7e-12,3434
ENST00000415914.3,-,1.7e-12,3306
ENST00000315251.10,+,1.7e-12,7665
ENST00000433351.6,+,1.7e-12,5345
ENST00000243045.9,+,1.7e-12,2141
ENST00000549966.5,-,1.7e-12,538
ENST00000450253.6,-,1.8e-12,11523
ENST00000359271.3,-,1.8e-12,4389
ENST00000397415.7,+,1.8e-12,1702
ENST00000377724.7,+,1.8e-12,3862
ENST00000497409.1,-,1.8e-12,555
ENST00000591490.5,+,1.8e-12,4339
ENST00000265339.6,+,1.9e-12,2515
ENST00000375864.4,+,1.9e-12,2654
ENST00000398333.7,-,1.9e-12,2439
ENST00000322067.11,-,1.9e-12,2465
ENST00000489264.2,+,1.9e-12,1635
ENST00000447683.2,+,2e-12,2315
ENST00000340344.4,-,2e-12,4676
ENST00000610520.4,-,2e-12,3447
ENST00000367342.8,-,2e-12,4298
ENST00000383701.7,-,2e-12,4731
ENST00000376736.5,+,2e-12,2684
ENST00000558303.5,-,2e-12,1766
ENST00000615060.4,-,2e-12,3508
ENST00000487304.6,-,2e-12,1962
ENST00000469646.1,+,2.1e-12,662
ENST00000565037.1,-,2.1e-12,475
ENST00000600878.1,+,2.1e-12,773
ENST00000457646.8,-,2.1e-12,2628
ENST00000256319.6,-,2.1e-12,2633
ENST00000314103.5,-,2.2e-12,4480
ENST00000302516.9,+,2.2e-12,9720
ENST00000254630.11,+,2.2e-12,6734
ENST00000481034.1,-,2.2e-12,1921
ENST00000645652.1,-,2.2e-12,3992
ENST00000423798.1,+,2.2e-12,576
ENST00000332160.4,+,2.2e-12,3390
ENST00000371666.7,+,2.2e-12,4036
ENST00000644526.1,-,2.3e-12,2350
ENST00000261413.9,-,2.3e-12,2785
ENST00000360954.2,-,2.3e-12,5367
ENST00000540618.5,-,2.3e-12,5885
ENST00000357613.8,-,2.3e-12,4959
ENST00000436842.5,+,2.3e-12,2120
ENST00000336111.9,+,2.3e-12,2415
ENST00000434289.1,+,2.3e-12,562
ENST00000258149.9,+,2.3e-12,12633
ENST00000322954.10,+,2.3e-12,6939
ENST00000310160.7,-,2.3e-12,4246
ENST00000373871.7,-,2.3e-12,6085
ENST00000514183.5,-,2.4e-12,1439
ENST00000338970.10,-,2.4e-12,7072
ENST00000505264.1,-,2.4e-12,472
ENST00000495024.5,-,2.4e-12,2880
ENST00000548408.3,-,2.4e-12,2884
ENST00000367048.4,-,2.5e-12,3180
ENST00000463697.1,-,2.5e-12,719
ENST00000295797.4,+,2.5e-12,4950
ENST00000549445.5,-,2.5e-12,759
ENST00000316292.13,-,2.6e-12,4441
ENST00000366264.6,+,2.6e-12,559
ENST00000369151.7,+,2.6e-12,11311
ENST00000262815.12,+,2.6e-12,4994
ENST00000514455.5,-,2.6e-12,791
ENST00000650182.1,-,2.7e-12,10446
ENST00000299204.4,-,2.7e-12,4848
ENST00000428382.2,-,2.7e-12,249
ENST00000296446.12,-,2.7e-12,3318
ENST00000317269.7,-,2.7e-12,3330
ENST00000584747.5,-,2.7e-12,1716
ENST00000371327.2,-,2.8e-12,4987
ENST00000537638.6,+,2.8e-12,3592
ENST00000375147.7,+,2.9e-12,5178
ENST00000397224.8,+,2.9e-12,4967
ENST00000523260.1,+,2.9e-12,590
ENST00000546416.5,+,2.9e-12,864
ENST00000619747.1,+,2.9e-12,2758
ENST00000276431.8,-,3e-12,4146
ENST00000296509.10,+,3e-12,5468
ENST00000440449.5,+,3.1e-12,697
ENST00000580896.1,-,3.1e-12,251
ENST00000323833.12,+,3.1e-12,1218
ENST00000560044.5,-,3.2e-12,1054
ENST00000383066.8,-,3.2e-12,3759
ENST00000434618.6,-,3.2e-12,3759
ENST00000417059.5,-,3.2e-12,3766
ENST00000374572.7,-,3.2e-12,3766
ENST00000648777.1,-,3.2e-12,4720
ENST00000649123.1,-,3.3e-12,4164
ENST00000598273.5,+,3.3e-12,2437
ENST00000439211.6,+,3.3e-12,3917
ENST00000445593.6,+,3.3e-12,3173
ENST00000409734.3,-,3.4e-12,1722
ENST00000478791.1,-,3.4e-12,1225
ENST00000611123.1,+,3.4e-12,5948
ENST00000393633.6,+,3.4e-12,4792
ENST00000374169.7,-,3.5e-12,2109
ENST00000348706.9,+,3.5e-12,1414
ENST00000266126.9,+,3.5e-12,4314
ENST00000284116.8,+,3.6e-12,1821
ENST00000217086.8,-,3.6e-12,5208
ENST00000429658.1,-,3.6e-12,646
ENST00000339375.8,+,3.6e-12,3015
ENST00000374171.4,-,3.6e-12,2191
ENST00000491306.5,+,3.7e-12,3647
ENST00000487465.5,+,3.7e-12,1909
ENST00000394434.6,+,3.7e-12,4766
ENST00000491665.5,+,3.8e-12,762
ENST00000338316.8,+,3.8e-12,6575
ENST00000244043.4,+,3.8e-12,5579
ENST00000444314.6,+,3.9e-12,940
ENST00000524750.1,+,3.9e-12,757
ENST00000324868.12,+,4e-12,2122
ENST00000649326.1,-,4e-12,2711
ENST00000318037.3,-,4e-12,5347
ENST00000553872.1,+,4e-12,746
ENST00000373204.5,-,4e-12,13708
ENST00000552341.5,+,4e-12,1980
ENST00000372945.7,+,4e-12,2634
ENST00000512968.5,-,4.1e-12,1058
ENST00000564744.1,-,4.1e-12,671
ENST00000420886.6,+,4.1e-12,10981
ENST00000553925.1,+,4.1e-12,484
ENST00000259339.6,-,4.1e-12,2769
ENST00000267176.8,+,4.1e-12,11121
ENST00000353703.8,+,4.1e-12,3049
ENST00000634067.1,+,4.2e-12,1006
ENST00000341695.9,+,4.2e-12,1684
ENST00000485571.5,+,4.2e-12,4157
ENST00000546741.2,+,4.2e-12,1563
ENST00000372839.7,+,4.2e-12,3109
ENST00000567909.1,+,4.2e-12,210
ENST00000313143.8,+,4.3e-12,5241
ENST00000538857.1,-,4.4e-12,535
ENST00000634862.1,-,4.4e-12,6083
ENST00000366118.2,-,4.4e-12,695
ENST00000481034.1,+,4.4e-12,1921
ENST00000478863.5,+,4.4e-12,2545
ENST00000491555.5,-,4.4e-12,3688
ENST00000577812.5,+,4.5e-12,2598
ENST00000450679.2,-,4.5e-12,514
ENST00000548032.6,+,4.6e-12,907
ENST00000555004.2,+,4.6e-12,7583
ENST00000375712.3,+,4.6e-12,6103
ENST00000369014.9,+,4.6e-12,2085
ENST00000376016.7,+,4.6e-12,3856
ENST00000483276.1,-,4.6e-12,505
ENST00000508682.5,-,4.7e-12,1208
ENST00000489483.5,+,4.7e-12,5682
ENST00000359039.4,-,4.7e-12,5710
ENST00000638135.1,+,4.7e-12,2405
ENST00000483350.1,+,4.8e-12,988
ENST00000609336.5,-,4.8e-12,787
ENST00000382247.5,+,4.8e-12,4548
ENST00000478402.5,-,4.8e-12,3149
ENST00000525428.5,+,5e-12,2993
ENST00000552002.6,+,5e-12,2566
ENST00000565760.5,-,5.1e-12,658
ENST00000636239.1,+,5.1e-12,2579
ENST00000530911.1,-,5.1e-12,661
ENST00000481972.5,+,5.1e-12,1378
ENST00000338148.7,+,5.1e-12,2605
ENST00000544752.6,-,5.2e-12,2514
ENST00000361271.7,+,5.2e-12,2237
ENST00000465340.5,+,5.2e-12,2240
ENST00000614556.4,+,5.2e-12,6340
ENST00000598756.1,-,5.2e-12,583
ENST00000360009.6,-,5.2e-12,3245
ENST00000332707.9,+,5.3e-12,6414
ENST00000312962.10,+,5.3e-12,3023
ENST00000265563.12,-,5.3e-12,6471
ENST00000397149.3,+,5.4e-12,7122
ENST00000341469.6,+,5.4e-12,4454
ENST00000636891.1,+,5.4e-12,2746
ENST00000566254.1,-,5.4e-12,342
ENST00000508632.5,+,5.5e-12,1163
ENST00000531035.5,-,5.5e-12,568
ENST00000270570.8,-,5.5e-12,3280
ENST00000506123.5,+,5.5e-12,3422
ENST00000593025.1,-,5.5e-12,551
ENST00000424133.2,+,5.5e-12,2493
ENST00000295958.9,-,5.6e-12,6483
ENST00000013807.9,+,5.6e-12,1278
ENST00000428423.5,-,5.6e-12,2137
ENST00000289175.10,+,5.7e-12,3709
ENST00000434299.5,-,5.8e-12,840
ENST00000359114.8,+,5.9e-12,2854
ENST00000596471.1,-,5.9e-12,487
ENST00000374987.3,+,5.9e-12,3245
ENST00000615550.4,-,6e-12,2308
ENST00000614081.1,+,6.1e-12,1623
ENST00000400000.6,-,6.1e-12,6815
ENST00000449194.6,-,6.2e-12,1583
ENST00000592732.5,-,6.2e-12,795
ENST00000393881.7,+,6.2e-12,1598
ENST00000397224.8,-,6.2e-12,4967
ENST00000240093.7,-,6.4e-12,13736
ENST00000537916.2,-,6.4e-12,13740
ENST00000392038.6,+,6.4e-12,5300
ENST00000358314.11,-,6.4e-12,1643
ENST00000413020.6,+,6.5e-12,1126
ENST00000356126.7,+,6.5e-12,4406
ENST00000263277.7,-,6.5e-12,3585
ENST00000280800.4,-,6.6e-12,4800
ENST00000265981.6,+,6.6e-12,4074
ENST00000610068.5,-,6.7e-12,1251
ENST00000554659.5,-,6.7e-12,5351
ENST00000533860.5,-,6.8e-12,1424
ENST00000601804.5,-,6.8e-12,496
ENST00000371327.2,+,6.8e-12,4987
ENST00000537526.6,-,6.8e-12,4976
ENST00000254521.7,+,6.9e-12,1190
ENST00000482378.6,-,6.9e-12,2230
ENST00000564172.1,+,6.9e-12,2238
ENST00000422781.5,-,7e-12,961
ENST00000359060.5,-,7e-12,4176
ENST00000540162.5,-,7e-12,1004
ENST00000394114.2,-,7e-12,2792
ENST00000219320.8,+,7.1e-12,4392
ENST00000488714.2,-,7.1e-12,391
ENST00000261497.8,-,7.1e-12,5220
ENST00000560444.1,+,7.2e-12,1631
ENST00000372890.5,+,7.2e-12,5719
ENST00000367262.3,+,7.2e-12,2430
ENST00000481673.5,+,7.3e-12,1856
ENST00000562912.5,+,7.3e-12,569
ENST00000566424.1,-,7.4e-12,1140
ENST00000343605.4,+,7.4e-12,2714
ENST00000393885.8,+,7.5e-12,1909
ENST00000395762.6,+,7.6e-12,3685
ENST00000341567.8,-,7.7e-12,4229
ENST00000547233.1,+,7.8e-12,755
ENST00000361093.9,-,7.8e-12,2149
ENST00000380379.9,+,7.9e-12,1928
ENST00000588651.1,+,8e-12,745
ENST00000366844.7,-,8e-12,13168
ENST00000319974.5,+,8e-12,3728
ENST00000371199.7,-,8e-12,8591
ENST00000454990.5,-,8e-12,2131
ENST00000373758.4,-,8.1e-12,5205
ENST00000556029.5,-,8.1e-12,4242
ENST00000264451.11,-,8.2e-12,6218
ENST00000534386.2,-,8.2e-12,1039
ENST00000607597.1,+,8.2e-12,551
ENST00000367590.8,+,8.3e-12,8474
ENST00000494447.1,-,8.3e-12,2383
ENST00000579837.1,+,8.3e-12,418
ENST00000358791.9,-,8.7e-12,1378
ENST00000479035.6,+,8.7e-12,2821
ENST00000414320.1,-,8.7e-12,753
ENST00000637545.1,-,8.7e-12,753
ENST00000567996.5,-,8.8e-12,1070
ENST00000559075.5,+,9e-12,1735
ENST00000353258.7,+,9.2e-12,2958
ENST00000373826.3,+,9.3e-12,1950
ENST00000627653.1,+,9.3e-12,1130
ENST00000409997.1,-,9.4e-12,557
ENST00000524585.1,+,9.4e-12,1228
ENST00000484208.1,+,9.7e-12,402
ENST00000312584.3,+,9.7e-12,3538
ENST00000326279.10,+,9.8e-12,4008
ENST00000243639.8,-,9.8e-12,4027
ENST00000557290.1,-,9.9e-12,730
ENST00000366844.7,+,1e-11,13168
ENST00000331738.11,-,1e-11,3520
ENST00000556495.5,+,1e-11,862
ENST00000324350.9,+,1e-11,1726
ENST00000619997.4,-,1e-11,1803
ENST00000586325.5,-,1e-11,537
ENST00000602624.6,+,1e-11,1963
ENST00000528850.5,-,1e-11,2137
ENST00000469257.1,-,1e-11,2330
ENST00000298125.6,+,1e-11,9321
ENST00000418100.5,+,1e-11,2764
ENST00000357037.5,+,1.1e-11,3828
ENST00000600944.5,+,1.1e-11,1027
ENST00000458616.1,-,1.1e-11,792
ENST00000375048.7,+,1.1e-11,2079
ENST00000639169.1,+,1.1e-11,2537
ENST00000569421.2,-,1.1e-11,478
ENST00000368433.5,+,1.1e-11,2656
ENST00000486166.1,+,1.1e-11,1535
ENST00000415136.6,+,1.1e-11,2126
ENST00000394061.7,+,1.1e-11,813
ENST00000582456.1,-,1.1e-11,545
ENST00000254260.7,-,1.1e-11,3500
ENST00000374198.4,+,1.1e-11,2787
ENST00000584791.1,-,1.1e-11,559
ENST00000554227.6,-,1.2e-11,1763
ENST00000307641.9,+,1.2e-11,2948
ENST00000645552.1,+,1.2e-11,1706
ENST00000557324.5,-,1.2e-11,643
ENST00000558194.5,-,1.2e-11,7102
ENST00000506690.1,-,1.2e-11,2405
ENST00000367975.6,-,1.2e-11,13566
ENST00000549365.1,-,1.2e-11,611
ENST00000607388.1,-,1.2e-11,3621
ENST00000550097.1,-,1.2e-11,1846
ENST00000339397.4,+,1.2e-11,2855
ENST00000368320.7,+,1.2e-11,4499
ENST00000339697.4,+,1.2e-11,3137
ENST00000227155.8,+,1.2e-11,2289
ENST00000581302.5,+,1.3e-11,3049
ENST00000361441.4,-,1.3e-11,2818
ENST00000466653.1,+,1.3e-11,2315
ENST00000498926.6,+,1.3e-11,2834
ENST00000585115.1,-,1.3e-11,609
ENST00000465604.1,-,1.3e-11,2947
ENST00000592351.1,-,1.3e-11,429
ENST00000481782.1,-,1.3e-11,3659
ENST00000372070.7,-,1.3e-11,1818
ENST00000547539.1,-,1.3e-11,1384
ENST00000374199.8,+,1.3e-11,3212
ENST00000572485.5,-,1.3e-11,2995
ENST00000593095.5,-,1.4e-11,636
ENST00000259808.8,-,1.4e-11,4160
ENST00000256474.2,+,1.4e-11,3737
ENST00000495461.5,+,1.4e-11,1633
ENST00000561903.6,-,1.4e-11,4586
ENST00000326237.3,+,1.4e-11,2882
ENST00000471348.1,+,1.5e-11,263
ENST00000338447.10,-,1.5e-11,4707
ENST00000378714.7,-,1.5e-11,4547
ENST00000330263.4,-,1.5e-11,2315
ENST00000372824.5,-,1.5e-11,2223
ENST00000311111.10,-,1.5e-11,1170
ENST00000360793.7,+,1.5e-11,3001
